imageset,imagename,imagewidth,imageheight,class,difficulty,pose,truncated,xmin,xmax,ymin,ymax
test,007238,375,500,cat,0,Frontal,0,65,219,204,404
test,007239,500,311,bird,0,Right,0,37,436,55,230
test,007240,500,375,chair,1,Unspecified,1,1,114,70,193
test,007240,500,375,chair,1,Unspecified,1,180,290,45,134
test,007240,500,375,chair,1,Unspecified,1,439,500,48,131
test,007240,500,375,chair,1,Unspecified,1,369,499,253,375
test,007240,500,375,diningtable,0,Unspecified,1,1,500,92,375
test,007242,500,375,car,0,Unspecified,1,1,45,184,262
test,007242,500,375,car,1,Unspecified,1,1,63,159,230
test,007242,500,375,bus,0,Unspecified,0,55,500,1,375
test,007246,500,375,car,0,Right,1,3,491,81,374
test,007246,500,375,car,0,Right,1,152,500,86,241
test,007248,375,500,pottedplant,0,Unspecified,0,43,344,138,500
test,007251,375,500,person,0,Unspecified,1,4,375,15,496
test,007252,500,332,person,0,Unspecified,1,26,206,30,332
test,007252,500,332,horse,0,Left,1,202,500,106,332
test,007253,318,480,horse,0,Frontal,0,119,213,112,429
test,007253,318,480,person,1,Unspecified,1,99,237,106,281
test,007254,375,500,dog,0,Unspecified,0,64,374,47,431
test,007255,500,375,chair,0,Unspecified,0,183,376,92,375
test,007255,500,375,chair,0,Unspecified,0,281,429,77,318
test,007255,500,375,chair,0,Unspecified,1,123,281,40,238
test,007255,500,375,chair,0,Unspecified,1,28,191,43,248
test,007257,375,500,aeroplane,0,Rear,0,175,226,149,174
test,007262,500,333,aeroplane,0,Unspecified,0,94,277,125,205
test,007264,500,375,sofa,0,Unspecified,0,1,255,153,329
test,007264,500,375,sofa,0,Unspecified,0,229,500,209,375
test,007265,500,332,horse,0,Unspecified,0,86,353,14,307
test,007267,500,292,person,0,Unspecified,0,167,204,139,253
test,007267,500,292,person,1,Unspecified,0,318,329,160,182
test,007267,500,292,car,0,Unspecified,0,367,399,158,177
test,007267,500,292,aeroplane,0,Unspecified,0,96,475,86,187
test,007268,368,500,person,0,Unspecified,0,137,271,46,496
test,007268,368,500,chair,0,Unspecified,0,176,321,252,473
test,007269,500,333,bird,0,Right,1,195,402,172,248
test,007269,500,333,bird,0,Right,1,216,408,139,213
test,007269,500,333,bird,0,Right,1,134,288,75,152
test,007272,500,375,pottedplant,0,Unspecified,1,8,500,25,375
test,007273,500,333,car,0,Right,0,75,486,121,268
test,007277,375,500,person,0,Unspecified,1,6,315,111,500
test,007278,500,333,car,0,Frontal,0,40,86,245,276
test,007281,500,375,car,0,Rear,1,12,302,68,375
test,007281,500,375,car,1,Unspecified,1,1,33,204,308
test,007281,500,375,car,0,Unspecified,1,402,500,167,345
test,007281,500,375,person,0,Frontal,1,328,430,110,375
test,007282,500,332,car,0,Frontal,0,196,333,141,296
test,007282,500,332,car,0,Rear,0,353,484,160,283
test,007282,500,332,car,0,Frontal,0,1,170,134,289
test,007286,500,333,aeroplane,0,Unspecified,0,160,362,58,271
test,007287,500,375,sofa,0,Frontal,0,30,341,47,269
test,007288,500,243,car,0,Unspecified,0,9,493,15,239
test,007290,500,375,aeroplane,0,Right,0,129,320,153,224
test,007290,500,375,aeroplane,0,Unspecified,0,398,492,177,214
test,007290,500,375,aeroplane,1,Unspecified,0,90,164,176,216
test,007291,500,375,cat,0,Left,1,132,500,19,375
test,007293,500,322,horse,0,Left,0,82,422,103,305
test,007293,500,322,horse,0,Left,1,50,206,80,301
test,007293,500,322,person,0,Unspecified,0,210,369,185,319
test,007293,500,322,person,0,Unspecified,1,172,259,17,121
test,007301,500,375,person,0,Unspecified,1,45,209,29,375
test,007301,500,375,person,0,Unspecified,1,98,463,199,374
test,007301,500,375,sofa,0,Frontal,1,149,404,169,310
test,007301,500,375,chair,0,Left,1,212,330,205,347
test,007301,500,375,chair,1,Unspecified,1,256,498,271,375
test,007303,332,500,person,0,Frontal,1,89,207,137,341
test,007303,332,500,horse,0,Frontal,0,112,232,174,433
test,007304,333,500,car,0,Unspecified,1,115,333,179,500
test,007306,500,375,person,0,Unspecified,1,373,500,100,338
test,007306,500,375,person,0,Unspecified,1,310,394,94,229
test,007306,500,375,person,0,Unspecified,1,148,256,114,241
test,007306,500,375,person,0,Unspecified,1,1,167,116,375
test,007306,500,375,diningtable,0,Unspecified,1,115,500,222,375
test,007307,500,375,motorbike,0,Left,0,155,447,96,290
test,007307,500,375,person,0,Left,0,244,385,57,266
test,007309,374,500,bicycle,0,Unspecified,0,5,332,28,470
test,007310,328,480,horse,0,Unspecified,0,89,240,129,450
test,007310,328,480,person,0,Unspecified,0,106,243,105,294
test,007312,500,375,dog,1,Unspecified,1,2,498,4,375
test,007312,500,375,dog,0,Unspecified,0,68,352,76,300
test,007313,375,500,person,0,Unspecified,1,15,99,77,271
test,007315,339,500,chair,0,Unspecified,0,151,226,243,341
test,007315,339,500,sofa,1,Unspecified,0,251,334,295,447
test,007316,389,500,person,0,Unspecified,1,1,375,51,500
test,007317,500,375,bird,0,Unspecified,0,65,277,172,330
test,007317,500,375,person,0,Unspecified,0,150,322,11,301
test,007319,375,500,person,0,Unspecified,1,11,116,1,111
test,007319,375,500,chair,0,Rear,1,36,136,1,125
test,007319,375,500,sofa,1,Unspecified,1,3,375,157,393
test,007319,375,500,pottedplant,0,Unspecified,0,61,292,41,451
test,007320,333,500,person,0,Unspecified,0,153,241,238,440
test,007320,333,500,bicycle,0,Unspecified,0,146,240,348,495
test,007321,500,375,cat,0,Rear,0,231,324,186,326
test,007321,500,375,person,0,Unspecified,1,153,213,39,160
test,007321,500,375,tvmonitor,0,Unspecified,1,68,252,2,226
test,007324,500,375,bicycle,0,Left,1,97,401,238,375
test,007324,500,375,bicycle,0,Left,1,197,500,264,375
test,007324,500,375,person,0,Unspecified,1,171,418,111,375
test,007324,500,375,person,0,Unspecified,1,250,500,101,375
test,007326,500,375,bird,0,Right,0,160,369,81,198
test,007328,288,432,person,0,Unspecified,0,28,213,66,331
test,007328,288,432,person,0,Unspecified,1,28,249,7,432
test,007331,500,375,cat,0,Unspecified,1,4,482,3,372
test,007332,500,375,tvmonitor,0,Frontal,1,2,57,126,202
test,007332,500,375,sofa,1,Unspecified,1,369,500,196,354
test,007332,500,375,person,0,Unspecified,1,22,204,202,369
test,007332,500,375,person,0,Unspecified,0,165,256,152,328
test,007332,500,375,person,0,Unspecified,0,265,383,135,340
test,007332,500,375,person,0,Unspecified,1,280,500,2,227
test,007332,500,375,cat,0,Unspecified,1,166,234,296,375
test,007332,500,375,pottedplant,0,Unspecified,0,66,159,103,192
test,007333,400,330,tvmonitor,0,Frontal,0,193,371,120,304
test,007333,400,330,person,0,Unspecified,1,1,211,6,329
test,007335,447,264,chair,0,Rear,0,240,318,148,237
test,007335,447,264,chair,0,Rear,0,125,217,152,235
test,007335,447,264,pottedplant,0,Unspecified,0,79,134,168,237
test,007335,447,264,chair,1,Unspecified,0,3,31,137,174
test,007335,447,264,chair,1,Unspecified,1,58,84,137,170
test,007335,447,264,pottedplant,0,Unspecified,0,166,194,75,127
test,007335,447,264,pottedplant,0,Unspecified,0,79,104,146,175
test,007335,447,264,pottedplant,1,Unspecified,0,165,186,139,176
test,007337,500,500,car,0,Rear,0,236,290,265,307
test,007337,500,500,car,0,Left,0,344,414,268,296
test,007337,500,500,car,1,Unspecified,1,207,242,266,294
test,007338,500,338,motorbike,0,Frontal,1,255,500,86,338
test,007338,500,338,person,0,Unspecified,0,273,487,44,338
test,007338,500,338,motorbike,0,Frontal,1,167,277,30,214
test,007338,500,338,motorbike,1,Unspecified,1,120,196,15,111
test,007339,500,362,car,0,Frontal,0,73,384,90,310
test,007339,500,362,car,0,Frontal,1,246,403,36,153
test,007339,500,362,person,0,Unspecified,0,170,199,112,149
test,007339,500,362,person,0,Unspecified,0,267,299,134,162
test,007340,340,500,bird,0,Frontal,1,48,340,27,450
test,007341,500,375,person,0,Frontal,1,458,500,319,375
test,007341,500,375,person,0,Frontal,1,296,352,332,375
test,007341,500,375,aeroplane,0,Left,0,65,448,70,239
test,007342,500,375,bicycle,1,Unspecified,0,155,199,209,277
test,007342,500,375,person,0,Frontal,0,153,197,174,263
test,007345,375,500,person,0,Frontal,0,75,140,79,251
test,007345,375,500,bicycle,0,Frontal,0,80,139,157,267
test,007347,375,500,car,1,Unspecified,1,329,375,339,493
test,007347,375,500,person,0,Left,1,297,347,341,500
test,007347,375,500,car,1,Unspecified,1,227,315,373,429
test,007347,375,500,car,1,Unspecified,1,1,68,334,500
test,007348,500,375,chair,0,Frontal,0,305,450,115,281
test,007348,500,375,tvmonitor,0,Frontal,0,49,112,112,178
test,007349,500,375,person,0,Rear,0,84,105,244,287
test,007349,500,375,person,0,Unspecified,0,83,101,202,236
test,007349,500,375,person,1,Unspecified,0,69,82,248,287
test,007349,500,375,person,1,Unspecified,0,61,71,248,286
test,007349,500,375,train,0,Unspecified,1,98,500,2,375
test,007352,500,333,aeroplane,0,Unspecified,1,2,499,2,304
test,007352,500,333,aeroplane,0,Unspecified,1,395,500,188,227
test,007352,500,333,person,0,Unspecified,0,394,411,196,226
test,007353,500,375,sofa,0,Frontal,0,105,466,203,375
test,007354,320,240,person,0,Frontal,1,18,265,56,239
test,007354,320,240,chair,1,Unspecified,1,35,136,123,207
test,007354,320,240,tvmonitor,1,Unspecified,0,81,164,21,99
test,007355,375,500,motorbike,0,Frontal,1,2,374,157,500
test,007355,375,500,person,0,Unspecified,1,43,266,6,282
test,007355,375,500,person,0,Rear,1,4,37,205,308
test,007357,500,332,boat,0,Left,0,266,358,154,181
test,007357,500,332,boat,0,Unspecified,0,220,295,145,170
test,007357,500,332,boat,1,Unspecified,0,136,167,154,176
test,007358,500,375,car,0,Unspecified,0,5,470,7,344
test,007358,500,375,car,0,Right,1,5,71,113,158
test,007358,500,375,person,0,Rear,1,68,110,91,220
test,007360,500,386,cat,0,Unspecified,0,214,477,89,275
test,007360,500,386,person,1,Unspecified,1,28,245,34,386
test,007362,500,375,car,0,Unspecified,1,1,438,65,330
test,007362,500,375,car,1,Unspecified,1,350,500,77,214
test,007362,500,375,car,0,Left,0,306,500,46,110
test,007362,500,375,car,1,Unspecified,1,441,500,43,65
test,007364,500,375,sofa,0,Unspecified,0,76,366,160,357
test,007364,500,375,pottedplant,1,Unspecified,0,85,182,87,200
test,007364,500,375,chair,0,Left,1,217,500,213,375
test,007366,375,500,chair,0,Unspecified,1,2,95,392,500
test,007366,375,500,chair,1,Unspecified,1,2,61,425,500
test,007366,375,500,chair,1,Unspecified,1,94,278,470,500
test,007367,500,375,bus,0,Right,0,133,274,184,234
test,007367,500,375,aeroplane,1,Unspecified,1,284,412,183,219
test,007367,500,375,aeroplane,1,Unspecified,1,72,229,167,195
test,007368,387,500,car,0,Unspecified,0,169,260,91,145
test,007368,387,500,car,0,Unspecified,1,268,346,94,143
test,007368,387,500,car,0,Unspecified,1,316,387,85,163
test,007368,387,500,person,0,Rear,1,52,144,76,226
test,007368,387,500,motorbike,1,Unspecified,1,5,215,167,298
test,007368,387,500,motorbike,0,Right,1,2,310,198,397
test,007368,387,500,motorbike,0,Right,1,45,387,273,500
test,007371,500,333,bicycle,0,Right,1,25,276,194,333
test,007371,500,333,person,0,Unspecified,1,97,244,128,333
test,007377,500,375,boat,0,Unspecified,0,157,458,201,295
test,007378,500,375,person,0,Right,1,176,363,89,375
test,007379,500,375,person,0,Unspecified,1,174,461,86,375
test,007380,500,375,cow,0,Left,0,266,298,219,247
test,007382,500,335,train,0,Frontal,0,169,317,93,305
test,007382,500,335,person,0,Unspecified,1,228,259,166,185
test,007382,500,335,person,1,Unspecified,1,281,295,169,181
test,007382,500,335,person,1,Unspecified,1,199,217,156,183
test,007382,500,335,person,0,Unspecified,1,186,207,163,186
test,007384,500,416,chair,0,Unspecified,1,22,101,4,113
test,007384,500,416,dog,0,Unspecified,0,129,355,84,384
test,007386,500,330,car,0,Right,0,1,500,47,321
test,007387,500,333,train,0,Unspecified,0,19,484,25,245
test,007391,500,333,diningtable,0,Unspecified,1,51,364,193,333
test,007391,500,333,chair,1,Unspecified,1,259,315,177,237
test,007391,500,333,chair,1,Unspecified,1,89,158,162,210
test,007391,500,333,chair,1,Unspecified,1,35,171,199,331
test,007392,318,480,person,0,Frontal,0,86,259,83,333
test,007392,318,480,horse,0,Frontal,0,116,226,160,475
test,007393,500,333,diningtable,0,Unspecified,1,109,447,227,333
test,007393,500,333,chair,1,Unspecified,1,137,216,174,240
test,007393,500,333,chair,0,Left,1,314,440,189,333
test,007393,500,333,chair,1,Unspecified,1,60,116,214,333
test,007393,500,333,person,1,Unspecified,1,1,65,82,333
test,007395,500,375,person,0,Frontal,1,1,175,133,375
test,007395,500,375,person,0,Frontal,1,140,322,84,375
test,007395,500,375,person,0,Frontal,1,322,500,109,375
test,007397,328,500,bird,1,Unspecified,0,229,248,175,200
test,007397,328,500,bird,0,Unspecified,0,98,123,189,225
test,007397,328,500,bird,1,Unspecified,0,20,41,369,405
test,007397,328,500,bird,0,Unspecified,0,138,170,439,486
test,007397,328,500,bird,1,Unspecified,0,281,300,310,337
test,007399,500,375,car,0,Unspecified,0,47,475,95,332
test,007400,333,500,boat,0,Unspecified,0,61,215,354,415
test,007400,333,500,person,1,Unspecified,1,153,204,334,377
test,007401,320,240,sofa,0,Right,0,48,183,94,207
test,007401,320,240,chair,0,Frontal,0,193,245,90,150
test,007401,320,240,tvmonitor,0,Frontal,0,261,299,90,124
test,007402,500,375,sheep,0,Unspecified,0,118,404,13,368
test,007403,500,387,aeroplane,0,Unspecified,1,22,150,127,289
test,007404,500,375,person,0,Unspecified,1,113,426,80,310
test,007404,500,375,bottle,0,Unspecified,0,207,225,97,135
test,007404,500,375,sofa,1,Unspecified,1,106,500,38,188
test,007405,500,333,car,1,Unspecified,1,452,500,236,333
test,007405,500,333,bus,0,Unspecified,1,371,500,113,254
test,007405,500,333,bus,0,Unspecified,0,157,377,124,228
test,007405,500,333,person,1,Unspecified,0,51,65,166,198
test,007405,500,333,car,1,Unspecified,1,144,158,175,196
test,007405,500,333,bus,0,Frontal,0,80,144,149,198
test,007406,500,375,chair,1,Unspecified,1,1,22,298,375
test,007406,500,375,chair,0,Left,0,25,82,292,375
test,007406,500,375,chair,0,Left,0,195,243,290,375
test,007406,500,375,chair,1,Unspecified,1,138,159,289,366
test,007406,500,375,chair,0,Rear,0,148,199,292,375
test,007406,500,375,chair,0,Right,0,390,432,282,351
test,007406,500,375,chair,0,Left,0,455,496,285,352
test,007406,500,375,chair,0,Frontal,0,430,461,282,347
test,007406,500,375,pottedplant,0,Unspecified,1,118,143,303,354
test,007406,500,375,pottedplant,0,Unspecified,0,93,123,305,358
test,007406,500,375,pottedplant,1,Unspecified,1,75,91,322,350
test,007406,500,375,pottedplant,0,Unspecified,1,50,93,345,374
test,007407,500,375,bird,0,Left,0,125,371,134,236
test,007409,500,375,cat,0,Unspecified,0,99,457,106,334
test,007409,500,375,cat,0,Unspecified,1,74,348,56,174
test,007412,500,335,horse,0,Right,0,2,479,7,335
test,007412,500,335,person,0,Unspecified,0,19,296,11,222
test,007415,500,375,person,0,Frontal,0,143,156,252,281
test,007415,500,375,boat,0,Right,1,32,479,103,287
test,007415,500,375,person,0,Rear,0,99,107,250,269
test,007415,500,375,person,1,Unspecified,0,92,100,250,271
test,007415,500,375,person,1,Unspecified,0,80,92,246,270
test,007418,332,500,dog,0,Unspecified,1,1,285,99,500
test,007420,500,333,person,0,Frontal,1,161,387,92,333
test,007423,500,400,car,0,Frontal,0,221,339,146,224
test,007423,500,400,person,0,Unspecified,1,442,500,93,286
test,007423,500,400,person,0,Unspecified,0,149,185,126,214
test,007423,500,400,car,0,Right,1,27,158,134,188
test,007426,500,333,bird,0,Left,0,119,488,62,330
test,007426,500,333,bird,1,Unspecified,1,1,44,160,333
test,007428,308,231,boat,0,Unspecified,1,158,266,1,220
test,007428,308,231,person,0,Unspecified,0,42,109,32,157
test,007428,308,231,person,0,Unspecified,0,72,146,73,220
test,007428,308,231,person,0,Unspecified,0,120,216,105,223
test,007428,308,231,person,0,Unspecified,1,124,182,70,184
test,007428,308,231,person,0,Unspecified,1,112,153,45,82
test,007429,332,500,car,0,Frontal,0,16,310,228,481
test,007430,500,333,train,0,Unspecified,0,52,436,17,300
test,007434,480,380,dog,0,Left,1,116,480,2,380
test,007440,500,375,sheep,0,Unspecified,1,1,324,92,266
test,007440,500,375,sheep,0,Unspecified,1,345,500,107,230
test,007441,500,357,cat,0,Frontal,1,81,420,44,356
test,007442,500,375,diningtable,0,Unspecified,1,2,500,67,374
test,007442,500,375,chair,1,Unspecified,1,419,500,52,219
test,007442,500,375,chair,1,Unspecified,1,358,404,38,100
test,007442,500,375,chair,1,Unspecified,1,228,296,2,44
test,007442,500,375,chair,1,Unspecified,1,134,181,36,82
test,007442,500,375,chair,1,Unspecified,1,43,124,41,184
test,007442,500,375,chair,1,Unspecified,1,1,76,94,310
test,007442,500,375,person,1,Unspecified,1,82,141,2,117
test,007442,500,375,person,1,Unspecified,1,148,196,3,74
test,007444,375,500,sheep,0,Frontal,0,158,275,266,427
test,007444,375,500,person,0,Unspecified,0,1,215,81,500
test,007447,500,375,person,0,Unspecified,1,482,500,162,241
test,007447,500,375,person,0,Unspecified,0,135,196,163,238
test,007447,500,375,person,0,Unspecified,0,210,269,179,276
test,007447,500,375,person,0,Unspecified,0,284,331,175,246
test,007447,500,375,bicycle,0,Left,0,125,207,201,266
test,007447,500,375,bicycle,0,Left,0,208,280,220,294
test,007447,500,375,bicycle,0,Unspecified,0,282,336,209,268
test,007447,500,375,car,0,Left,1,122,196,146,181
test,007450,500,375,train,0,Unspecified,1,1,190,178,241
test,007452,375,500,car,1,Unspecified,1,43,73,184,196
test,007452,375,500,car,0,Left,1,82,221,183,240
test,007452,375,500,cow,1,Unspecified,1,226,337,184,242
test,007452,375,500,cow,0,Unspecified,1,103,190,198,286
test,007452,375,500,cow,0,Unspecified,1,19,153,192,325
test,007452,375,500,cow,0,Frontal,1,195,313,204,430
test,007453,500,351,cat,1,Unspecified,0,401,463,110,162
test,007453,500,351,dog,0,Unspecified,0,1,217,93,218
test,007453,500,351,sofa,0,Frontal,1,1,499,13,268
test,007455,500,375,boat,0,Right,0,167,323,182,234
test,007456,500,375,bottle,0,Unspecified,1,93,168,63,168
test,007456,500,375,bottle,0,Unspecified,1,123,185,55,170
test,007456,500,375,bottle,0,Unspecified,1,277,331,29,122
test,007456,500,375,bottle,0,Unspecified,1,223,288,57,160
test,007456,500,375,bottle,0,Unspecified,1,153,241,92,287
test,007456,500,375,bottle,0,Unspecified,1,322,433,43,291
test,007459,500,375,car,0,Unspecified,0,6,489,42,373
test,007462,500,375,sheep,0,Frontal,0,167,284,107,321
test,007462,500,375,sheep,0,Frontal,0,162,213,32,130
test,007462,500,375,bird,0,Frontal,0,4,49,151,205
test,007463,375,500,cat,0,Unspecified,0,219,375,3,500
test,007464,500,375,boat,0,Left,0,167,255,114,249
test,007464,500,375,boat,0,Right,1,300,493,264,310
test,007469,500,500,person,0,Frontal,1,1,500,30,500
test,007471,375,500,person,0,Unspecified,0,216,290,120,358
test,007471,375,500,person,1,Unspecified,0,225,366,223,382
test,007471,375,500,person,1,Unspecified,1,203,302,377,489
test,007471,375,500,person,1,Unspecified,1,273,375,222,500
test,007471,375,500,person,0,Frontal,1,142,191,187,273
test,007471,375,500,person,0,Unspecified,0,82,156,181,330
test,007471,375,500,person,1,Unspecified,1,47,83,171,190
test,007471,375,500,person,1,Unspecified,1,36,84,181,277
test,007471,375,500,person,0,Unspecified,1,1,170,199,496
test,007472,500,375,chair,0,Right,0,287,338,251,314
test,007472,500,375,chair,1,Unspecified,1,344,405,284,323
test,007473,435,500,pottedplant,0,Unspecified,0,2,369,132,417
test,007476,500,375,bird,0,Right,0,247,378,21,143
test,007476,500,375,person,0,Unspecified,0,32,127,195,366
test,007478,500,375,car,0,Unspecified,1,341,500,3,166
test,007478,500,375,car,0,Unspecified,1,3,433,3,375
test,007485,500,332,dog,0,Left,0,114,415,122,284
test,007485,500,332,sofa,0,Frontal,1,2,500,89,332
test,007487,500,375,cat,0,Frontal,1,185,499,2,375
test,007488,500,375,train,0,Frontal,1,54,500,1,374
test,007492,500,375,sofa,0,Rear,1,1,489,160,375
test,007492,500,375,chair,0,Frontal,1,422,500,80,227
test,007494,500,375,bottle,0,Unspecified,0,13,88,162,358
test,007494,500,375,chair,1,Unspecified,1,9,147,108,216
test,007494,500,375,diningtable,0,Unspecified,1,7,500,140,375
test,007494,500,375,bottle,0,Unspecified,0,210,227,22,57
test,007494,500,375,bottle,0,Unspecified,0,224,242,17,57
test,007494,500,375,bottle,0,Unspecified,1,1,16,211,356
test,007494,500,375,chair,0,Left,1,410,495,58,213
test,007495,500,375,bus,0,Rear,0,150,405,60,337
test,007496,500,375,person,0,Frontal,1,163,500,1,375
test,007496,500,375,person,0,Frontal,1,4,281,93,375
test,007496,500,375,car,1,Unspecified,1,37,74,124,156
test,007496,500,375,car,1,Unspecified,1,3,27,133,159
test,007499,500,375,pottedplant,0,Unspecified,0,54,292,108,373
test,007499,500,375,pottedplant,0,Unspecified,0,141,412,3,347
test,007500,266,400,bottle,0,Unspecified,0,38,108,244,397
test,007500,266,400,person,0,Unspecified,0,32,265,26,383
test,007501,500,375,car,0,Unspecified,1,2,500,4,375
test,007501,500,375,person,0,Unspecified,0,433,486,46,156
test,007502,500,333,aeroplane,0,Unspecified,0,169,263,88,217
test,007504,500,375,bottle,0,Unspecified,0,97,405,15,374
test,007505,500,379,bird,0,Frontal,0,154,296,153,328
test,007507,500,375,car,0,Unspecified,1,2,54,186,233
test,007507,500,375,car,0,Unspecified,0,59,160,190,236
test,007507,500,375,car,0,Unspecified,1,160,208,187,223
test,007508,356,500,person,0,Unspecified,0,135,272,107,500
test,007508,356,500,person,0,Unspecified,0,7,265,24,482
test,007508,356,500,chair,1,Unspecified,1,273,356,381,500
test,007509,332,500,person,0,Unspecified,1,168,236,177,366
test,007509,332,500,horse,0,Unspecified,0,32,248,95,373
test,007510,500,375,bus,0,Unspecified,0,53,443,44,365
test,007510,500,375,bus,0,Unspecified,1,2,55,159,344
test,007510,500,375,car,0,Frontal,1,373,500,276,359
test,007512,500,375,bird,0,Left,0,71,247,154,234
test,007512,500,375,bird,0,Rear,0,293,390,127,305
test,007514,500,375,person,0,Unspecified,1,1,229,2,253
test,007515,500,278,dog,0,Frontal,0,324,392,38,218
test,007515,500,278,dog,0,Unspecified,0,78,199,46,236
test,007516,500,363,cow,0,Left,1,267,500,161,331
test,007516,500,363,cow,0,Unspecified,1,179,316,150,263
test,007516,500,363,cow,0,Left,1,35,235,127,196
test,007518,500,375,car,0,Frontal,1,456,496,234,294
test,007518,500,375,car,0,Unspecified,0,196,305,234,293
test,007518,500,375,car,0,Unspecified,1,116,225,231,284
test,007518,500,375,car,0,Unspecified,1,49,159,233,280
test,007518,500,375,car,0,Unspecified,1,4,114,221,271
test,007518,500,375,car,0,Unspecified,0,309,353,230,257
test,007518,500,375,car,0,Unspecified,1,262,323,222,253
test,007520,500,375,train,0,Unspecified,1,3,500,1,374
test,007520,500,375,person,0,Unspecified,0,245,272,133,189
test,007520,500,375,person,1,Unspecified,0,104,118,127,165
test,007520,500,375,person,1,Unspecified,0,263,284,149,185
test,007522,500,375,person,0,Unspecified,1,207,356,54,241
test,007522,500,375,car,0,Left,1,3,500,2,375
test,007522,500,375,car,1,Unspecified,1,97,233,97,130
test,007529,343,500,bicycle,0,Left,0,38,343,253,497
test,007531,500,375,person,0,Unspecified,1,117,169,92,182
test,007531,500,375,person,0,Unspecified,1,238,291,43,137
test,007531,500,375,person,0,Unspecified,1,383,490,18,198
test,007532,500,375,person,0,Unspecified,1,167,500,27,375
test,007532,500,375,person,0,Unspecified,1,1,238,6,375
test,007532,500,375,person,1,Unspecified,1,18,121,1,148
test,007532,500,375,person,1,Unspecified,1,1,26,29,151
test,007532,500,375,person,0,Unspecified,1,242,284,21,79
test,007532,500,375,person,0,Frontal,1,215,309,82,199
test,007532,500,375,person,1,Unspecified,1,216,250,72,140
test,007532,500,375,person,0,Unspecified,1,459,500,54,204
test,007532,500,375,bottle,0,Unspecified,0,302,339,124,214
test,007534,500,375,sheep,0,Unspecified,1,203,426,155,375
test,007534,500,375,sheep,0,Unspecified,1,1,294,32,375
test,007539,500,375,bird,0,Right,0,1,465,68,287
test,007541,500,353,bicycle,0,Left,0,162,436,116,350
test,007542,500,375,cat,0,Left,1,1,500,128,374
test,007545,500,375,bird,0,Left,0,231,311,235,292
test,007548,500,375,aeroplane,0,Frontal,1,61,362,80,209
test,007548,500,375,aeroplane,1,Unspecified,1,1,161,117,181
test,007549,500,375,pottedplant,0,Unspecified,1,311,395,1,160
test,007549,500,375,pottedplant,0,Unspecified,0,351,500,1,233
test,007549,500,375,pottedplant,0,Unspecified,1,139,345,2,223
test,007550,375,500,motorbike,0,Rear,0,1,338,8,500
test,007552,500,374,dog,1,Unspecified,0,290,316,251,271
test,007552,500,374,person,0,Unspecified,0,246,266,198,235
test,007553,500,334,motorbike,0,Unspecified,0,124,373,38,330
test,007553,500,334,motorbike,0,Unspecified,1,442,500,46,226
test,007553,500,334,person,0,Unspecified,1,383,453,2,268
test,007553,500,334,person,0,Unspecified,1,313,468,3,268
test,007553,500,334,person,0,Unspecified,1,218,317,2,79
test,007553,500,334,person,1,Unspecified,1,50,77,25,176
test,007553,500,334,person,0,Unspecified,1,43,75,45,227
test,007554,500,333,cow,0,Right,0,420,470,175,214
test,007554,500,333,cow,0,Left,0,17,65,195,231
test,007554,500,333,person,0,Unspecified,0,221,288,168,285
test,007554,500,333,person,0,Rear,0,298,355,166,304
test,007554,500,333,cow,1,Unspecified,0,165,191,181,203
test,007554,500,333,cow,1,Unspecified,0,147,164,178,194
test,007554,500,333,cow,1,Unspecified,0,52,77,182,209
test,007554,500,333,cow,1,Unspecified,0,40,54,181,198
test,007554,500,333,cow,1,Unspecified,1,331,350,174,194
test,007556,500,375,car,0,Unspecified,0,6,500,63,315
test,007557,375,500,bird,0,Frontal,0,167,207,83,172
test,007560,500,375,dog,0,Right,0,314,482,163,354
test,007561,500,375,sofa,0,Left,1,200,500,68,305
test,007561,500,375,sofa,0,Frontal,0,3,192,64,203
test,007562,500,375,car,0,Unspecified,1,1,161,1,209
test,007562,500,375,car,0,Unspecified,0,17,470,31,365
test,007564,422,318,tvmonitor,0,Frontal,0,322,372,155,203
test,007564,422,318,chair,0,Rear,0,294,357,211,310
test,007567,500,375,person,0,Left,0,248,376,93,301
test,007567,500,375,person,0,Frontal,0,95,204,105,280
test,007567,500,375,person,0,Unspecified,1,189,291,114,215
test,007567,500,375,person,0,Unspecified,1,1,107,139,182
test,007567,500,375,person,1,Unspecified,1,160,181,105,127
test,007567,500,375,sofa,1,Unspecified,1,189,337,138,282
test,007567,500,375,sofa,0,Frontal,1,1,117,142,223
test,007567,500,375,chair,0,Unspecified,1,292,403,119,298
test,007567,500,375,chair,0,Unspecified,1,419,500,189,375
test,007567,500,375,chair,0,Unspecified,1,121,196,118,258
test,007569,500,333,bottle,1,Unspecified,1,408,500,297,333
test,007569,500,333,bottle,0,Unspecified,0,2,181,289,333
test,007569,500,333,bottle,0,Unspecified,0,210,387,290,333
test,007569,500,333,bottle,0,Unspecified,0,56,107,154,197
test,007569,500,333,bottle,1,Unspecified,0,107,153,154,195
test,007569,500,333,bottle,1,Unspecified,0,152,191,157,195
test,007569,500,333,bottle,1,Unspecified,0,196,238,155,197
test,007569,500,333,bottle,1,Unspecified,0,217,256,120,160
test,007569,500,333,bottle,1,Unspecified,0,238,276,86,125
test,007569,500,333,bottle,1,Unspecified,0,256,296,118,160
test,007569,500,333,bottle,1,Unspecified,0,238,277,156,197
